149,537,478,2031
150,541,30,656
151,533,41,666
152,542,393,1825
153,548,1159,4014
154,535,51,690
155,539,1625,5087
156,557,81,859
157,535,153,1066
158,538,1145,3746
159,544,357,1300
160,539,474,2099
161,544,2115,6578
162,534,186,1140
163,531,333,1305
164,534,408,1738
165,535,208,971
166,532,212,1136
167,528,263,1338
168,536,136,995
169,537,332,1371
170,533,501,1871
171,541,569,2273
172,539,186,1031
173,543,59,752
174,534,121,876
175,541,226,1277
176,535,528,2303
177,541,120,770
178,544,56,697
179,544,518,2263
180,548,207,1083
181,536,141,933
182,528,389,1773
183,531,125,869
184,535,61,669
185,540,39,580
186,543,329,1504
187,534,354,1530
188,530,537,2205
189,561,112,815
190,561,83,754
191,554,320,1493
192,534,38,706
193,545,36,641
194,535,66,743
195,542,612,2387
196,549,17,626
197,537,127,803
198,546,123,906
199,538,270,1238
200,543,63,677
201,539,601,2335
202,545,1149,3709
203,552,560,1987
204,534,40,632
205,541,632,2440
206,551,18,610
207,535,56,613
208,546,16,604
209,540,271,1280
210,540,170,1013
211,531,1315,4614
212,534,423,2081
213,542,48,732
214,547,249,1337
215,542,105,864
216,537,249,1235
217,530,1702,5467
218,539,211,1071
219,540,6,540
220,544,1163,4154
221,539,215,1164
222,543,222,1110
223,537,155,840
224,541,8,541
225,538,264,1202
226,543,443,1904
227,546,572,2127
228,547,626,2044
229,542,567,2232
230,541,804,3267
231,535,794,2570
232,543,8,582
233,532,23,608
234,528,662,2654
235,533,703,2640
236,540,605,2178
237,549,75,815
238,538,336,1441
239,544,132,932
240,545,379,1755
241,542,43,563
242,538,879,3066
243,544,70,698
244,535,280,1457
245,539,21,597
246,545,123,921
247,553,915,3364
248,547,378,1708
249,541,1491,4675
250,541,400,1617
251,534,649,2262
252,540,1152,3692
253,538,99,897
254,530,81,778
255,539,646,2461
256,539,165,1027
257,543,113,846
258,542,794,2907
259,536,233,1219
260,537,564,2307
261,551,54,703
262,557,916,3380
263,537,1216,3943
264,541,890,3367
265,540,89,788
266,546,263,1247
267,541,867,3431
268,536,602,2322
269,537,80,671
270,539,126,1026
271,542,353,1541
272,534,267,1379
273,534,1247,4021
274,541,108,825
275,537,152,972
276,537,236,1308
277,542,1,542
278,552,519,1998
279,535,238,1252
280,539,533,1954
281,552,461,1835
282,547,1989,6108
283,540,134,977
284,543,1322,4868
285,532,415,1941
286,536,222,1324
287,541,293,1451
288,532,488,1865
289,543,466,1917
290,538,855,3002
291,537,95,803
292,536,774,2755
293,540,1124,3980
294,541,79,694
295,541,363,1656
296,535,87,855
297,542,402,1748
298,536,444,1907
299,532,223,1227
300,542,2118,7205
301,532,397,1682
302,536,244,1289
303,542,600,2160
304,533,31,610
305,534,452,1757
306,539,97,768
307,536,82,710
308,549,130,1003
309,539,90,728
310,541,724,2787
311,533,119,837
312,541,44,675
313,538,450,1786
314,541,116,844
315,542,181,1015
316,548,14,548
317,532,1170,3928
318,542,538,2164
319,536,88,820
320,538,435,1873
321,548,884,3308
322,537,1260,4222
323,540,231,1370
324,552,516,2077
325,537,65,784
326,527,809,2707
327,543,112,882
328,543,287,1448
329,538,789,3194
330,539,34,654
331,540,196,973
332,539,109,878
333,536,73,856
334,532,737,2703
335,539,126,918
336,539,319,1411
337,530,398,1872
338,537,41,633
339,534,633,2503
340,541,61,716
341,540,317,1374
342,553,769,2844
343,540,149,867
344,545,243,1208
345,541,358,1600
346,543,103,845
347,535,695,2517
348,543,190,1201
349,540,359,1690
350,540,104,900
351,542,303,1317
352,537,380,1500
353,537,449,2101
354,539,305,1565
355,539,486,2006
356,539,72,694
357,540,1076,3599
358,535,7,556
359,538,269,1220
360,536,207,1048
361,537,240,1321
362,548,244,1115
363,540,296,1409
364,537,212,1152
365,538,1273,4353
366,540,82,712
367,538,41,674
368,542,126,982
369,548,9,569
370,542,1179,4098
371,551,210,1193
372,530,48,722
373,537,1429,5005
374,537,46,727
375,544,1116,4139
376,547,20,660
377,534,845,3321
378,538,688,2707
379,538,271,1262
380,535,56,689
381,531,599,2320
382,539,165,1197
383,537,70,747
384,540,1725,5501
385,537,553,2197
386,535,408,1945
387,539,113,822
388,543,7,582
389,543,718,2411
390,538,1065,3454
391,538,513,2024
392,540,473,2212
393,528,277,1304
394,546,374,1635
395,545,67,763
396,538,265,1332
397,534,506,2289
398,534,771,2931
399,539,325,1354
400,538,65,654
401,534,74,667
402,541,85,843
403,545,235,1171
404,544,261,1342
405,539,171,1033
406,532,454,2028
407,538,208,1185
408,539,17,561
409,534,413,1830
410,545,5,567
411,529,434,1848
412,543,14,564
413,551,1053,3823
414,535,512,1896
415,535,454,1824
416,539,256,1311
417,536,495,2103
418,544,41,678
419,536,316,1666
420,531,382,1971
421,536,683,2704
422,537,198,992
423,543,194,1035
424,530,36,570
425,527,18,604
426,532,22,571
427,533,84,742
428,533,114,816
429,546,158,964
430,544,1315,4665
431,536,422,1894
432,530,562,2134
433,533,160,1025
434,544,506,2083
435,543,173,1191
436,547,1344,4686
437,533,219,1062
438,541,210,1222
439,544,448,1863
440,548,277,1414
441,549,446,2022
442,536,157,896
443,535,44,632
444,534,78,706
445,535,55,706
446,542,795,2894
447,535,687,2569
448,543,281,1467
449,537,220,1202
450,540,67,693
451,540,80,768
452,539,289,1684
453,545,190,998
454,549,18,608
455,529,66,645
456,555,1,555
457,539,480,1837
458,540,391,1928
459,544,1028,4168
460,540,420,1822
461,542,696,2904
462,542,1155,3652
463,541,240,1203
464,533,215,1065
465,539,197,976
466,540,137,1031
467,537,1,537
468,546,244,1421
469,534,806,2811
470,540,91,730
471,537,1291,4605
472,533,208,1044
473,561,454,2036
474,536,85,819
475,536,26,575
476,537,493,1918
477,540,133,973
478,537,469,1985
479,533,244,1268
480,537,276,1180
481,544,372,1433
482,543,597,2359
483,539,268,1239
484,548,419,1783
485,537,108,895
486,545,24,585
487,534,34,647
488,534,112,840
489,549,176,1230
490,540,287,1241
491,542,151,1015
492,544,1193,4490
493,536,69,876
494,537,66,671
495,540,214,1203
496,540,1162,4373
497,536,394,1669
498,532,583,2301
499,529,737,2615
500,548,667,2487
501,543,251,1148
502,542,1334,5195
503,534,182,989
504,528,959,3522
505,543,121,942
506,541,69,769
507,535,283,1511
508,547,996,3154
509,534,3,534
510,529,100,814
511,538,196,1105
512,548,65,720
513,541,120,884
514,544,117,794
515,543,7,544
516,541,96,939
517,540,638,2389
518,551,2,552
519,540,129,956
520,542,1357,4143
521,530,471,2015
522,540,483,1954
523,535,1380,4858
524,539,294,1559
525,550,230,1247
526,536,122,1007
527,542,64,675
528,544,74,753
529,536,397,1592
530,545,199,1179
531,534,212,1082
532,539,213,1087
533,538,141,1051
534,535,113,969
535,545,624,2392
536,545,548,1967
537,540,423,1799
538,547,20,605
539,543,238,1353
540,531,154,1002
541,544,952,3217
542,538,105,793
543,540,295,1315
544,540,938,3546
545,548,112,891
546,537,561,2096
547,538,493,1969
548,540,16,618
549,536,5,575
550,540,121,918
551,543,363,1506
552,546,23,605
553,542,68,732
554,534,693,2757
555,551,87,817
556,544,77,716
557,542,154,863
558,531,86,889
559,540,40,803
560,539,440,1649
561,541,348,1431
562,544,185,1003
563,542,1904,6128
564,533,140,974
565,536,53,725
566,547,250,1263
567,541,38,694
568,536,857,3069
569,533,42,724
570,539,277,1300
571,538,117,897
572,533,99,929
573,542,91,806
574,548,405,1936
575,550,647,2344
576,538,655,2353
577,530,176,966
578,544,123,1091
579,536,70,783
580,540,204,1181
581,566,280,1323
582,544,9,563
583,544,21,583
584,542,1431,4480
585,545,163,1020
586,541,130,733
587,551,1246,4433
588,535,485,2187
589,540,824,3267
590,540,1011,3676
591,536,732,2627
592,533,37,593
593,546,317,1488
594,547,5,567
595,538,1388,4342
596,542,120,863
597,542,298,1224
598,542,1128,4074
599,542,268,1335
600,550,272,1703
601,545,128,891
602,541,631,2291
603,541,362,1670
604,534,265,1232
605,540,10,540
606,532,12,552
607,535,529,2177
608,530,366,1512
609,544,389,1619
610,539,123,993
611,544,183,1110
612,536,174,820
613,534,447,1889
614,544,268,1281
615,540,13,560
616,539,536,2149
617,540,233,1219
618,531,38,664
619,531,131,967
620,538,96,897
621,535,429,1575
622,542,156,939
623,539,19,579
624,541,268,1335
625,534,179,1019
626,544,126,1040
627,537,472,2019
628,537,305,1559
629,555,139,919
630,538,159,899
631,534,1618,5296
632,544,2,544
633,535,15,574
634,532,398,1885
635,529,105,776
636,539,337,1628
637,542,8,572
638,537,763,2797
639,540,60,749
640,538,1595,5188
641,537,793,3248
642,544,138,908
643,533,133,931
644,536,403,1856
645,537,153,1178
646,534,121,894
647,546,132,962
648,547,5,547
649,537,58,689
650,551,115,929
651,545,651,2578
652,535,125,802
653,531,94,908
654,542,27,581
655,540,33,636
656,535,491,1685
657,539,5,539
658,542,689,2949
659,532,242,1153
660,550,571,2491
661,548,2,548
662,531,1110,3610
663,533,48,688
664,547,427,1699
665,551,190,1093
666,537,22,615
667,550,609,2587
668,539,424,1783
669,547,206,1077
670,543,79,806
671,545,103,755
672,535,447,1726
673,535,450,1721
674,536,28,575
675,540,252,1539
676,542,378,1631
677,537,646,2426
678,535,140,914
679,539,7,559
680,535,192,1162
681,530,420,1808
682,546,13,604
683,543,1038,3731
684,533,1666,5300
685,533,124,894
686,530,69,835
687,538,138,1047
688,540,181,973
689,537,450,1950
690,535,201,1067
691,537,137,933
692,541,585,2466
693,537,29,671
694,534,917,2831
695,540,73,805
696,539,343,1666
697,549,235,1197
698,544,526,2004
699,544,300,1495
700,536,142,1118
701,544,1230,3988
702,533,270,1388
703,550,50,672
704,543,167,995
705,537,200,1010
706,544,16,545
707,537,139,1065
708,535,118,874
709,541,87,787
710,533,308,1534
711,532,109,815
712,545,46,642
713,535,458,2003
714,537,281,1313
715,541,247,1484
716,539,1169,3985
717,537,1480,4628
718,535,268,1440
719,547,63,662
720,545,6,564
721,536,241,1391
722,548,13,549
723,541,96,882
724,534,316,1328
725,545,40,622
726,535,494,2214
727,541,235,1274
728,544,79,697
729,540,831,2969
730,542,103,843
731,538,16,617
732,529,42,680
733,540,226,1051
734,534,1019,3600
735,541,793,3107
736,529,335,1583
737,538,683,2908
738,540,308,1746
739,543,191,1017
740,547,170,1061
741,539,1238,4173
742,545,2671,8866
743,536,1011,3710
744,534,271,1403
745,540,887,3327
746,538,167,860
747,532,190,1044
748,540,180,938
749,537,25,576
750,542,832,2677
751,532,359,1681
752,540,178,976
753,543,298,1503
754,543,702,3026
755,531,295,1601
756,549,542,2150
757,553,310,1426
758,543,117,864
759,536,343,1507
760,536,432,2004
761,531,58,720
762,542,46,750
763,537,88,763
764,540,760,2812
765,545,291,1279
766,534,75,723
767,620,407,1991
768,554,308,1624
769,547,884,3285
770,543,64,788
771,539,90,785
772,549,510,2176
773,539,601,2105
774,546,551,2168
775,543,433,1997
776,540,22,635
777,533,394,1575
778,535,411,1830
779,543,264,1525
780,537,35,688
781,534,351,1571
782,535,215,1083
783,544,434,1892
784,540,39,599
785,671,130,948
786,550,1216,3888
787,587,550,2835
788,577,18,605
789,542,343,1441
790,538,78,709
791,544,116,940
792,538,148,1007
793,543,20,562
794,536,1013,3560
795,537,237,1275
796,538,161,1159
797,547,103,948
798,540,535,2413
799,537,870,3046
800,544,107,940
801,536,169,1006
802,539,23,577
803,541,130,884
804,540,152,843
805,542,180,1201
806,545,11,621
807,604,1468,5250
808,560,11,602
809,617,103,906
810,558,982,3789
811,578,686,2755
812,573,334,1594
813,562,357,1824
814,525,889,3574
815,535,132,932
816,592,756,3585
817,577,85,753
818,547,453,1950
819,541,10,562
820,621,4,641
821,560,258,1434
822,561,142,867
823,591,379,1816
824,546,144,913
825,600,78,717
826,581,75,947
827,551,177,1060
828,543,338,1568
829,547,102,834
830,535,164,1260
831,569,53,759
832,592,147,1086
833,532,230,1547
834,562,227,1067
835,547,1448,4881
836,551,992,3484
837,532,135,1042
838,538,331,1670
839,579,63,752
840,551,93,900
841,580,433,1925
842,587,230,1454
843,556,65,728
844,543,405,1659
845,546,98,949
846,550,1396,4882
847,548,279,1350
848,540,123,945
849,578,288,1616
850,563,193,1272
851,557,699,2501
852,551,125,957
853,588,81,843
854,551,405,1900
855,555,174,1053
856,577,107,755
857,561,33,788
858,541,1063,3954
859,545,294,1453
860,540,140,938
861,552,60,761
862,561,666,3014
863,532,108,892
864,536,44,707
865,549,91,913
866,553,320,1410
867,553,270,1393
868,566,612,2429
869,545,515,2478
870,546,1398,4767
871,540,132,978
872,547,190,1058
873,539,473,2069
874,545,510,1885
875,550,103,872
876,545,114,834
877,542,1170,3827
878,530,27,644
879,535,206,1122
880,543,78,733
881,561,117,938
882,543,233,1477
883,556,76,841
884,544,1786,5783
885,544,695,2296
886,543,203,1189
887,538,1041,3404
888,541,283,1279
889,535,128,914
890,535,293,1371
891,544,100,771
892,544,11,602
893,542,280,1282
894,543,119,1017
895,546,385,1475
896,536,263,1330
897,538,1248,4728
898,550,1098,3911
899,534,406,1595
900,546,791,2930
901,531,1717,5246
902,549,94,855
903,539,480,2053
904,548,80,700
905,538,841,2991
906,544,399,1772
907,545,16,583
908,531,48,647
909,539,246,1166
910,544,60,659
911,546,60,737
912,543,323,1413
913,547,90,869
914,534,458,1909
915,540,323,1371
916,544,708,2423
917,540,964,3146
918,545,136,851
919,533,73,760
920,548,61,738
921,545,1211,4014
922,540,116,845
923,542,256,1315
924,534,137,1099
925,541,772,2699
926,537,47,708
927,543,302,1753
928,543,571,2155
929,551,8,551
930,545,45,642
931,541,259,1451
932,537,852,3428
933,545,222,1118
934,541,124,997
935,542,1072,3799
936,539,494,2270
937,538,42,728
938,543,131,845
939,535,326,1632
940,547,1140,3885
941,550,32,664
942,535,576,2163
943,542,362,1768
944,543,4,563
945,546,755,2559
946,548,296,1287
947,546,141,905
948,542,557,2097
949,534,99,706
950,542,361,1621
951,547,1136,3906
952,543,285,1302
953,547,288,1272
954,543,1388,4765
955,534,72,706
956,537,29,631
957,532,305,1345
958,537,192,1312
959,538,204,1068
960,547,1207,4372
961,543,112,846
962,539,1107,3537
963,544,314,1395
964,548,539,2119
965,540,797,2513
966,537,607,2308
967,545,1092,3780
968,534,737,2714
969,539,1167,3921
970,536,157,1196
971,530,58,664
972,532,63,704
973,538,235,1142
974,540,197,1031
975,548,457,1868
976,540,171,1115
977,541,164,1014
978,533,59,684
979,536,91,837
980,536,8,592
981,538,19,576
982,541,553,2390
983,537,266,1198
984,543,892,3314
985,539,241,1352
986,546,291,1379
987,543,94,849
988,540,253,1237
989,546,1341,4665
990,539,762,2417
991,542,94,845
992,540,308,1393
993,538,226,1128
994,540,211,1071
995,536,822,3172
996,544,384,1926
997,540,526,2143
998,544,188,1131
999,547,135,984
1000,543,191,1074
1001,552,507,2289
1002,550,165,1205
1003,546,162,963
1004,545,49,640
1005,537,498,1961
1006,548,610,2494
1007,540,397,1579
1008,537,77,803
1009,542,75,789
1010,540,222,1285
1011,542,129,867
1012,542,11,599
1013,537,94,727
1014,546,1229,4008
1015,546,144,942
1016,540,19,580
1017,544,330,1692
1018,535,42,631
1019,541,512,2175
1020,539,52,709
1021,535,92,855
1022,532,269,1045
1023,546,188,963
